"","conv","country","drop_kicks","opposition","penalties","player","points","position","result","tries","country_tier","opposition_tier"
"2678",0,"SA",0,"Australia",2,"FPL Steyn",6,"C","lost",0,"1","1"
"2679",3,"SA",0,"Australia",0,"R Pienaar",6,"SH","won",0,"1","1"
"2680",0,"SA",0,"New Zealand",2,"ET Jantjies",6,"FH","lost",0,"1","1"
"2681",0,"Aust",0,"France",2,"MJ Harris",6,"FB","lost",0,"1","1"
"2682",0,"Aust",0,"Italy",2,"KJ Beale",6,"FH","won",0,"1","1"
"2683",0,"Eng",0,"South Africa",2,"TGAL Flood",6,"FH","lost",0,"1","1"
"2684",0,"Eng",0,"New Zealand",2,"FS Burns",6,"FH","won",0,"1","1"
"2685",0,"Spain",2,"Russia",0,"C Sempere Padilla",6,"FB","lost",0,"2","2"
"2686",0,"Fra",0,"Wales",2,"F Michalak",6,"FH","lost",0,"1","1"
"2687",0,"Ire",0,"England",2,"RJR O'Gara",6,"FH","lost",0,"1","1"
"2688",0,"Eng",0,"France",2,"TGAL Flood",6,"FH","won",0,"1","1"
"2689",0,"Italy",0,"England",2,"L Orquera",6,"FH","lost",0,"1","1"
"2690",0,"Port",0,"Spain",2,"PMDC Leal",6,"FH","draw",0,"2","2"
"2691",0,"Spain",0,"Portugal",2,"CN Simpson",6,"FH","draw",0,"2","2"
"2692",0,"Fiji",0,"Canada",2,"S Koroilagilagi",6,"FH","lost",0,"2","2"
"2693",3,"Ire",0,"Canada",0,"IL Madigan",6,"FH","won",0,"1","2"
"2695",0,"Fra",0,"New Zealand",2,"JM Doussain",6,"SH","lost",0,"1","1"
"2696",0,"Aust",0,"Lions",2,"KJ Beale",6,"FB","lost",0,"1","Lions/Barb"
"2697",0,"USA",0,"Canada",2,"CT Wyles",6,"C","lost",0,"2","2"
"2698",3,"NZ",0,"South Africa",0,"AW Cruden",6,"FH","won",0,"1","1"
"2699",0,"JPN",0,"New Zealand",2,"A Goromaru",6,"FB","lost",0,"2","1"
"2700",0,"Can",0,"Georgia",2,"HA Jones",6,"C","lost",0,"2","2"
"2701",0,"Samoa",0,"Ireland",2,"T Pisi",6,"FH","lost",0,"2","1"
"2702",3,"Fiji",0,"Italy",0,"S Baikeinuku",6,"FH","lost",0,"2","1"
"2703",0,"Arg",0,"Wales",2,"FN Sanchez",6,"FH","lost",0,"1","1"
"2704",0,"Tonga",0,"France",2,"FOL 'Apikotoa",6,"FH","lost",0,"2","1"
"2705",0,"Fra",0,"England",2,"JM Doussain",6,"SH","won",0,"1","1"
"2706",0,"Scot",0,"Ireland",2,"GD Laidlaw",6,"SH","lost",0,"1","1"
"2707",0,"Spain",0,"Belgium",2,"DR Snee",6,"FH","won",0,"2","3"
"2708",0,"Belg",0,"Spain",2,"A Williams",6,"FB","lost",0,"3","2"
"2709",0,"Spain",0,"Romania",2,"CG Malie",6,"FH","lost",0,"2","2"
"2710",0,"Scot",0,"Italy",2,"GD Laidlaw",6,"SH","won",0,"1","1"
"2711",0,"Belg",0,"Portugal",2,"A Williams",6,"FB","lost",0,"3","2"
"2712",0,"Italy",0,"England",2,"L Orquera",6,"FH","lost",0,"1","1"
"2713",0,"Chile",0,"Brazil",2,"M Nordenflycht Torrico",6,"C","lost",0,"3","3"
"2714",3,"Braz",0,"Paraguay",0,"PAS di Pilla",6,"FH","lost",0,"3","3"
"2715",0,"Ire",0,"Argentina",2,"IL Madigan",6,"FH","won",0,"1","1"
"2716",0,"USA",0,"Scotland",2,"CT Wyles",6,"FB","lost",0,"2","1"
"2717",0,"Spain",0,"Georgia",2,"ME Garcia Mortigliengo",6,"FH","lost",0,"2","2"
"2718",0,"Russ",0,"Uruguay",2,"Y Kushnarev",6,"FH","lost",0,"2","2"
"2719",0,"Cooks",0,"Fiji",2,"S VaeVae",6,"FH","lost",0,"3","2"
"2720",0,"Scot",0,"South Africa",2,"D Weir",6,"FH","lost",0,"1","1"
"2721",0,"Arg",0,"South Africa",2,"FN Sanchez",6,"FH","lost",0,"1","1"
"2722",0,"NZ",0,"South Africa",2,"AW Cruden",6,"FH","won",0,"1","1"
"2723",0,"Arg",0,"New Zealand",2,"FN Sanchez",6,"FH","lost",0,"1","1"
"2724",3,"NZ",0,"USA",0,"DW Carter",6,"FH","won",0,"1","2"
"2725",0,"USA",0,"New Zealand",2,"A Siddall",6,"FH","lost",0,"2","1"
"2726",0,"Tonga",0,"Georgia",2,"KS Morath",6,"FH","won",0,"2","2"
"2727",3,"Arg",0,"Scotland",0,"JM Hernandez",6,"C","lost",0,"1","1"
"2728",0,"Can",0,"Samoa",2,"GA McRorie",6,"SH","lost",0,"2","2"
"2729",0,"Italy",0,"South Africa",2,"KJ Haimona",6,"FH","lost",0,"1","1"
"2730",0,"Can",0,"Romania",2,"J Pritchard",6,"FB","lost",0,"2","2"
"2731",0,"SA",0,"Wales",2,"PJ Lambie",6,"FH","lost",0,"1","1"
"2732",3,"Georg",0,"Germany",0,"L Malaguradze",6,"FH","won",0,"2","2"
"2733",0,"Fra",0,"Ireland",2,"C Lopez",6,"FH","lost",0,"1","1"
"2734",0,"Port",0,"Germany",2,"PB Avila",6,"FB","won",0,"2","2"
"2735",0,"Fra",0,"Italy",2,"C Lopez",6,"FH","won",0,"1","1"
"2736",0,"Wales",0,"Italy",2,"SL Halfpenny",6,"FB","won",0,"1","1"
"2737",0,"Germ",0,"Spain",2,"C Hilsenback",6,"FH","lost",0,"2","2"
"2738",3,"JPN",0,"Hong Kong",0,"A Goromaru",6,"FB","won",0,"2","3"
"2739",0,"Spain",0,"Romania",2,"S Aubanell Sevilla",6,"FB","lost",0,"2","2"
"2740",0,"Can",0,"Japan",2,"GA McRorie",6,"SH","lost",0,"2","2"
"2741",0,"Aust",0,"New Zealand",2,"QS Cooper",6,"FH","lost",0,"1","1"
"2742",0,"Eng",0,"Ireland",2,"OA Farrell",6,"FH","won",0,"1","1"
"2743",0,"Italy",0,"Wales",2,"T Allan",6,"FH","lost",0,"1","1"
"2744",3,"Ire",0,"Canada",0,"IL Madigan",6,"FH","won",0,"1","2"
"2745",0,"USA",0,"Samoa",2,"AL MacGinty",6,"FH","lost",0,"2","2"
"2746",0,"Rom",0,"France",2,"FA Vlaicu",6,"C","lost",0,"2","1"
"2747",0,"Samoa",0,"South Africa",2,"MJ Stanley",6,"FH","lost",0,"2","1"
"2748",3,"Scot",0,"USA",0,"GD Laidlaw",6,"SH","won",0,"1","2"
"2749",3,"Namib",0,"Tonga",0,"TAW Kotze",6,"FH","lost",0,"2","2"
"2750",3,"SA",0,"USA",0,"M Steyn",6,"FH","won",0,"1","2"
"2751",0,"Wales",0,"Australia",2,"DR Biggar",6,"FH","lost",0,"1","1"
"2752",0,"Ire",0,"France",2,"JJ Sexton",6,"FH","won",0,"1","1"
"2753",0,"Fra",0,"Ireland",2,"SL Spedding",6,"FB","lost",0,"1","1"
"2754",0,"Port",0,"Hong Kong",2,"DMOSS Marques",6,"FB","lost",0,"2","3"
"2755",0,"Spain",0,"Russia",2,"BD Linklater",6,"FB","lost",0,"2","2"
"2756",3,"Georg",0,"Romania",0,"M Kvirikashvili",6,"FB","won",0,"2","2"
"2757",3,"Wales",0,"Italy",0,"R Priestland",6,"FH","won",0,"1","1"
"2758",3,"Port",0,"Russia",0,"NMRPS Guedes",6,"FB","lost",0,"2","2"
"2783",3,"Russ",0,"Canada",0,"Y Kushnarev",6,"FH","lost",0,"2","2"
"2784",0,"Wales",0,"New Zealand",2,"DR Biggar",6,"FH","lost",0,"1","1"
"2785",0,"Aust",0,"New Zealand",2,"BT Foley",6,"C","lost",0,"1","1"
"2786",0,"SA",0,"Argentina",2,"ET Jantjies",6,"FH","lost",0,"1","1"
"2787",0,"SA",0,"Argentina",2,"M Steyn",6,"FH","lost",0,"1","1"
"2788",3,"NZ",0,"South Africa",0,"LZ Sopoaga",6,"W","won",0,"1","1"
"2789",3,"Port",0,"Belgium",0,"PB Avila",6,"FB","won",0,"2","3"
"2790",3,"Can",0,"Ireland",0,"GA McRorie",6,"SH","lost",0,"2","1"
"2791",0,"Braz",0,"Germany",2,"MR Duque",6,"C","lost",0,"3","2"
"2792",0,"Germ",0,"Brazil",2,"R Parkinson",6,"FH","won",0,"2","3"
"2793",0,"Ire",0,"New Zealand",2,"DPLJ Jackson",6,"FH","lost",0,"1","1"
"2794",3,"Chile",0,"Korea",0,"FJ Gonzalez Moller",6,"FH","lost",0,"3","3"
"2795",0,"Georg",0,"Scotland",2,"M Kvirikashvili",6,"FB","lost",0,"2","1"
"2796",0,"SA",0,"Wales",2,"ET Jantjies",6,"FH","lost",0,"1","1"
"2797",0,"Fra",0,"New Zealand",2,"M Machenaud",6,"SH","lost",0,"1","1"
"2798",0,"Belg",0,"Georgia",2,"A Williams",6,"FB","lost",0,"3","2"
"2799",0,"Russ",0,"Spain",2,"Y Kushnarev",6,"FH","lost",0,"2","2"
"2800",0,"Scot",0,"France",2,"FA Russell",6,"FH","lost",0,"1","1"
"2801",0,"Germ",0,"Georgia",2,"R Parkinson",6,"FH","lost",0,"2","2"
"2802",0,"Can",0,"Uruguay",2,"GA McRorie",6,"SH","lost",0,"2","2"
"2803",3,"Eng",0,"Italy",0,"OA Farrell",6,"C","won",0,"1","1"
"2804",0,"Rom",0,"Russia",2,"VN Calafeteanu",6,"SH","won",0,"2","2"
"2805",3,"Port",0,"Netherlands",0,"NM Penha e Costa",6,"FH","won",0,"2","3"
"2806",0,"Chile",0,"Uruguay",2,"FJ Gonzalez Moller",6,"FH","lost",0,"3","2"
"2807",0,"Ire",0,"Wales",2,"JJ Sexton",6,"FH","lost",0,"1","1"
"2808",3,"Port",0,"Moldova",0,"PMDC Leal",6,"SH","won",0,"2","3"
"2809",3,"Scot",0,"England",0,"FA Russell",6,"FH","lost",0,"1","1"
"2810",0,"Germ",0,"Russia",2,"C Hilsenback",6,"FH","lost",0,"2","2"
"2811",0,"Tonga",0,"Wales",2,"S Takulua",6,"SH","lost",0,"2","1"
"2812",0,"Arg",0,"South Africa",2,"E Boffelli",6,"W","lost",0,"1","1"
"2813",0,"Arg",0,"New Zealand",2,"E Boffelli",6,"W","lost",0,"1","1"
"2814",1,"Germ",0,"Belgium",1,"L Eckert",5,"FH","lost",0,"2","3"
"2815",0,"Germ",0,"Belgium",0,"T Tekkal",5,"F","lost",1,"2","3"
"2816",0,"Germ",0,"Moldova",0,"T Kasten",5,"F","won",1,"2","3"
"2817",0,"Germ",0,"Moldova",0,"M Strauch",5,"C","won",1,"2","3"
"2818",0,"Wales",0,"South Africa",0,"CL Charvis",5,"F","lost",1,"1","1"
"2819",0,"SA",0,"Wales",0,"R Kankowski",5,"N8","won",1,"1","1"
"2820",0,"SA",0,"Wales",0,"JPR Pietersen",5,"W","won",1,"1","1"
"2821",0,"SA",0,"Wales",0,"JH Smith",5,"F","won",1,"1","1"
"2822",0,"Wales",0,"South Africa",0,"ML Stoddart",5,"FB","lost",1,"1","1"
"2823",0,"Rom",0,"Portugal",0,"RC Dascalu",5,"C","won",1,"2","2"
"2824",0,"Port",0,"Romania",0,"GFG Foro",5,"W","lost",1,"2","2"
"2825",0,"Rom",0,"Portugal",0,"V Poparlan",5,"L","won",1,"2","2"
"2826",0,"Arg",0,"Chile",0,"A Abadie",5,"F","won",1,"1","3"
"2827",0,"Arg",0,"Chile",0,"FG Amelong",5,"W","won",1,"1","3"
"2828",0,"Arg",0,"Chile",0,"G Ascarate",5,"C","won",1,"1","3"
"2829",0,"Arg",0,"Chile",0,"AT Campos",5,"F","won",1,"1","3"
"2830",0,"Arg",0,"Chile",0,"RJ del Busto",5,"FB","won",1,"1","3"
"2831",0,"Arg",0,"Chile",0,"LP Gonzalez Amorosino",5,"FB","won",1,"1","3"
"2832",0,"Georg",0,"Portugal",0,"D Basilaia",5,"N8","won",1,"2","2"
"2833",0,"Georg",0,"Portugal",0,"D Dadunashvili",5,"H","won",1,"2","2"
"2834",0,"Georg",0,"Portugal",0,"R Gigauri",5,"C","won",1,"2","2"
"2835",0,"Georg",0,"Portugal",0,"D Kacharava",5,"C","won",1,"2","2"
"2836",0,"Georg",0,"Portugal",0,"B Khamashuridze",5,"W","won",1,"2","2"
"2837",0,"Italy",0,"Ireland",0,"ML Castrogiovanni",5,"P","lost",1,"1","1"
"2838",0,"Ire",0,"Italy",0,"GT Dempsey",5,"FB","won",1,"1","1"
"2839",0,"Wales",0,"England",0,"LM Byrne",5,"FB","won",1,"1","1"
"2840",0,"Eng",0,"Wales",0,"TGAL Flood",5,"C","lost",1,"1","1"
"2841",0,"Wales",0,"England",0,"WM Phillips",5,"SH","won",1,"1","1"
"2842",0,"Fra",0,"Scotland",0,"J Malzieu",5,"W","won",1,"1","1"
"2843",0,"Georg",0,"Romania",0,"M Gorgodze",5,"L","won",1,"2","2"
"2844",0,"Rom",0,"Georgia",0,"VM Tincu",5,"F","lost",1,"2","2"
"2845",0,"Fra",0,"Ireland",0,"C Heymans",5,"FB","won",1,"1","1"
"2846",0,"Ire",0,"France",0,"DP Wallace",5,"F","lost",1,"1","1"
"2847",0,"Eng",0,"Italy",0,"TGAL Flood",5,"C","won",1,"1","1"
"2848",0,"Italy",0,"England",0,"S Picone",5,"SH","lost",1,"1","1"
"2849",0,"Eng",0,"Italy",0,"PH Sackey",5,"W","won",1,"1","1"
"2850",0,"Port",0,"Czech Rep",0,"GFG Foro",5,"W","won",1,"2","3"
"2851",0,"Spain",0,"Romania",0,"R Camacho Bilbao",5,"F","lost",1,"2","2"
"2852",0,"Italy",0,"Wales",0,"ML Castrogiovanni",5,"P","lost",1,"1","1"
"2853",0,"Georg",0,"Portugal",0,"I Chkhikvadze",5,"W","won",1,"2","2"
"2854",0,"Rom",0,"Spain",0,"AM Coste",5,"L","won",1,"2","2"
"2855",0,"Rom",0,"Spain",0,"CC Petre",5,"N8","won",1,"2","2"
"2856",0,"Rom",0,"Spain",0,"V Poparlan",5,"L","won",1,"2","2"
"2857",0,"Wales",0,"Italy",0,"TGL Shanklin",5,"C","won",1,"1","1"
"2858",0,"Ire",0,"Scotland",0,"MJ Horan",5,"P","won",1,"1","1"
"2859",0,"Ire",0,"Scotland",0,"RDJ Kearney",5,"W","won",1,"1","1"
"2860",0,"Ire",0,"Scotland",0,"DP Wallace",5,"F","won",1,"1","1"
"2861",0,"Scot",0,"Ireland",0,"SL Webster",5,"C","lost",1,"1","1"
"2862",0,"Fra",0,"England",0,"L Nallet",5,"L","lost",1,"1","1"
"2863",0,"Eng",0,"France",0,"PH Sackey",5,"W","won",1,"1","1"
"2864",0,"Eng",0,"France",0,"REP Wigglesworth",5,"SH","won",1,"1","1"
"2865",0,"Port",0,"Russia",0,"JCGO Correia",5,"H","lost",1,"2","2"
"2866",0,"Russ",0,"Portugal",0,"V Marchenko",5,"H","won",1,"2","2"
"2867",0,"Port",0,"Russia",0,"FFTF Mira",5,"W","lost",1,"2","2"
"2868",0,"Rom",0,"Portugal",0,"TI Dimofte",5,"FH","won",1,"2","2"
"2869",0,"Rom",0,"Portugal",0,"N Nere",5,"P","won",1,"2","2"
"2870",0,"Rom",0,"Portugal",0,"V Poparlan",5,"L","won",1,"2","2"
"2871",0,"Russ",0,"Spain",0,"I Galinovskiy",5,"C","won",1,"2","2"
"2872",0,"Russ",0,"Spain",0,"A Khrokhin",5,"P","won",1,"2","2"
"2873",0,"Russ",0,"Spain",0,"A Kuzin",5,"W","won",1,"2","2"
"2874",0,"Russ",0,"Spain",0,"AA Ostrikov",5,"L","won",1,"2","2"
"2875",0,"Spain",0,"Russia",0,"C Sempere Padilla",5,"FB","lost",1,"2","2"
"2876",0,"Wales",0,"Ireland",0,"SM Williams",5,"W","won",1,"1","1"
"2877",0,"Italy",0,"France",0,"ML Castrogiovanni",5,"P","lost",1,"1","1"
"2878",0,"Fra",0,"Italy",0,"A Floch",5,"FB","won",1,"1","1"
"2879",0,"Fra",0,"Italy",0,"Y Jauzion",5,"C","won",1,"1","1"
"2880",0,"Fra",0,"Italy",0,"A Rougerie",5,"W","won",1,"1","1"
"2881",0,"Rom",0,"Russia",0,"VN Ursache",5,"L","lost",1,"2","2"
"2882",0,"Scot",0,"Italy",0,"MRL Blair",5,"SH","lost",1,"1","1"
"2883",0,"Italy",0,"Scotland",0,"GJ Canale",5,"C","won",1,"1","1"
"2884",0,"Scot",0,"Italy",0,"AA Hogg",5,"F","lost",1,"1","1"
"2885",0,"Ire",0,"England",0,"RDJ Kearney",5,"W","lost",1,"1","1"
"2886",0,"Eng",0,"Ireland",0,"JD Noon",5,"C","won",1,"1","1"
"2887",1,"Ire",0,"England",1,"RJR O'Gara",5,"FH","lost",0,"1","1"
"2888",0,"Eng",0,"Ireland",0,"PH Sackey",5,"W","won",1,"1","1"
"2889",0,"Eng",0,"Ireland",0,"MJM Tait",5,"W","won",1,"1","1"
"2890",0,"Wales",0,"France",0,"ME Williams",5,"F","won",1,"1","1"
"2891",0,"Wales",0,"France",0,"SM Williams",5,"W","won",1,"1","1"
"2892",0,"Rom",0,"Czech Rep",0,"RC Basalau",5,"P","won",1,"2","3"
"2893",0,"Rom",0,"Czech Rep",0,"G Bigiu",5,"W","won",1,"2","3"
"2894",0,"Rom",0,"Czech Rep",0,"TI Dimofte",5,"FH","won",1,"2","3"
"2895",0,"Rom",0,"Czech Rep",0,"M Macovei",5,"F","won",1,"2","3"
"2896",0,"Rom",0,"Czech Rep",0,"C Mersoiu",5,"N8","won",1,"2","3"
"2897",0,"Czech",0,"Romania",0,"R Suster",5,"P","lost",1,"3","2"
"2898",0,"Georg",0,"Czech Rep",0,"I Chkhikvadze",5,"W","won",1,"2","3"
"2899",0,"Georg",0,"Czech Rep",0,"D Dadunashvili",5,"H","won",1,"2","3"
"2900",0,"Georg",0,"Russia",0,"D Kacharava",5,"C","won",1,"2","2"
"2901",0,"Georg",0,"Russia",0,"R Urushadze",5,"F","won",1,"2","2"
"2902",0,"Russ",0,"Czech Rep",0,"V Botvinnikov",5,"P","won",1,"2","3"
"2903",1,"Germ",0,"Ukraine",1,"M Franke",5,"W","won",0,"2","3"
"2904",0,"Russ",0,"Czech Rep",0,"AM Garbuzov",5,"L","won",1,"2","3"
"2905",0,"Germ",0,"Ukraine",0,"C Grzanna",5,"C","won",1,"2","3"
"2906",0,"Russ",0,"Czech Rep",0,"A Gvozdovsky",5,"FB","won",1,"2","3"
"2907",0,"Russ",0,"Czech Rep",0,"O Kobzev",5,"W","won",1,"2","3"
"2908",0,"Russ",0,"Czech Rep",0,"A Kuzin",5,"W","won",1,"2","3"
"2909",0,"Russ",0,"Czech Rep",0,"E Matveev",5,"F","won",1,"2","3"
"2910",0,"Ukr",0,"Germany",0,"V Orlov",5,"N8","lost",1,"3","2"
"2911",0,"Russ",0,"Czech Rep",0,"A Travkin",5,"P","won",1,"2","3"
"2912",0,"JPN",0,"Korea",0,"G Aruga",5,"FB","won",1,"2","3"
"2913",0,"JPN",0,"Korea",0,"H Onozawa",5,"W","won",1,"2","3"
"2914",0,"JPN",0,"Korea",0,"BB Robins",5,"C","won",1,"2","3"
"2915",0,"Korea",0,"Japan",0,"KS Soo",5,"C","lost",1,"3","2"
"2916",0,"JPN",0,"Korea",0,"H Yoshida",5,"W","won",1,"2","3"
"2917",0,"Korea",0,"Japan",0,"YN Yu",5,"F","lost",1,"3","2"
"2918",0,"Spain",0,"Georgia",0,"J Cano Rodriguez-Arias",5,"W","lost",1,"2","2"
"2919",0,"Spain",0,"Georgia",0,"P Feijoo Ugalde",5,"SH","lost",1,"2","2"
"2920",0,"Georg",0,"Spain",0,"R Urushadze",5,"F","won",1,"2","2"
"2921",1,"Germ",0,"Netherlands",1,"M Franke",5,"W","won",0,"2","3"
"2922",0,"JPN",0,"Arabian Gulf",0,"Y Imamura",5,"C","won",1,"2","3"
"2923",0,"JPN",0,"Arabian Gulf",0,"T Inokuchi",5,"H","won",1,"2","3"
"2924",0,"JPN",0,"Arabian Gulf",0,"T Kikutani",5,"F","won",1,"2","3"
"2925",0,"JPN",0,"Arabian Gulf",0,"T Kitagawa",5,"L","won",1,"2","3"
"2926",0,"JPN",0,"Arabian Gulf",0,"Y Nakayama",5,"F","won",1,"2","3"
"2927",0,"JPN",0,"Arabian Gulf",0,"S Onishi",5,"C","won",1,"2","3"
"2928",0,"JPN",0,"Arabian Gulf",0,"A Ozaki",5,"P","won",1,"2","3"
"2929",0,"JPN",0,"Arabian Gulf",0,"K Shinozuka",5,"N8","won",1,"2","3"
"2930",0,"JPN",0,"Kazakhstan",0,"R Holani",5,"N8","won",1,"2","3"
"2931",0,"JPN",0,"Kazakhstan",0,"T Miuchi",5,"F","won",1,"2","3"
"2932",0,"JPN",0,"Kazakhstan",0,"Y Nakayama",5,"F","won",1,"2","3"
"2933",0,"JPN",0,"Kazakhstan",0,"H Onozawa",5,"W","won",1,"2","3"
"2934",0,"JPN",0,"Kazakhstan",0,"T Sato",5,"L","won",1,"2","3"
"2935",0,"Port",0,"Spain",0,"AM Aguilar",5,"FB","lost",1,"2","2"
"2936",0,"Spain",0,"Portugal",0,"I Insausti Jimenez",5,"P","won",1,"2","2"
"2937",0,"Port",0,"Spain",0,"D Mateus",5,"W","lost",1,"2","2"
"2938",0,"Spain",0,"Portugal",0,"D Mota Sierra",5,"W","won",1,"2","2"
"2939",1,"Port",0,"Spain",1,"JMD Pinto Neves",5,"FH","lost",0,"2","2"
"2940",0,"JPN",0,"Hong Kong",0,"R Holani",5,"F","won",1,"2","3"
"2941",0,"JPN",0,"Hong Kong",0,"Y Imamura",5,"C","won",1,"2","3"
"2942",0,"JPN",0,"Hong Kong",0,"T Miuchi",5,"N8","won",1,"2","3"
"2943",0,"JPN",0,"Hong Kong",0,"H Onozawa",5,"W","won",1,"2","3"
"2944",0,"JPN",0,"Hong Kong",0,"K Shinozuka",5,"F","won",1,"2","3"
"2945",0,"Urug",0,"Argentina",0,"S Carracedo",5,"N8","lost",1,"2","1"
"2946",0,"Arg",0,"Uruguay",0,"G Fessia",5,"F","won",1,"1","2"
"2947",0,"Samoa",0,"Fiji",0,"HA Fa'afili",5,"W","lost",1,"2","2"
"2948",0,"Samoa",0,"Fiji",0,"D Lemi",5,"W","lost",1,"2","2"
"2949",0,"Fiji",0,"Samoa",0,"MN Rauluni",5,"SH","won",1,"2","2"
"2950",0,"Fiji",0,"Samoa",0,"I Rawaqa",5,"L","won",1,"2","2"
"2951",0,"Samoa",0,"Fiji",0,"S Sititi",5,"F","lost",1,"2","2"
"2952",0,"NZ",0,"Ireland",0,"MA Nonu",5,"C","won",1,"1","1"
"2953",0,"NZ",0,"Ireland",0,"SW Sivivatu",5,"W","won",1,"1","1"
"2954",0,"Ire",0,"New Zealand",0,"PR Wallace",5,"C","lost",1,"1","1"
"2955",0,"SA",0,"Wales",0,"J de Villiers",5,"C","won",1,"1","1"
"2956",0,"SA",0,"Wales",0,"CA Jantjes",5,"FB","won",1,"1","1"
"2957",1,"Wales",0,"South Africa",1,"SM Jones",5,"FH","lost",0,"1","1"
"2958",0,"SA",0,"Wales",0,"PC Montgomery",5,"C","won",1,"1","1"
"2959",0,"Wales",0,"South Africa",0,"JH Roberts",5,"FB","lost",1,"1","1"
"2960",0,"SA",0,"Wales",0,"PJ Spies",5,"N8","won",1,"1","1"
"2961",0,"Wales",0,"South Africa",0,"SM Williams",5,"W","lost",1,"1","1"
"2964",0,"Arg",0,"Scotland",0,"AL Tejeda",5,"H","won",1,"1","1"
"2965",0,"Arg",0,"Scotland",0,"GP Tiesi",5,"C","won",1,"1","1"
"2969",0,"Rom",0,"Uruguay",0,"F Corodeanu",5,"F","won",1,"2","2"
"2970",1,"Rom",0,"Uruguay",1,"FA Vlaicu",5,"FB","won",0,"2","2"
"2972",0,"NZ",0,"England",0,"JM Muliaina",5,"FB","won",1,"1","1"
"2973",0,"NZ",0,"England",0,"SW Sivivatu",5,"W","won",1,"1","1"
"2974",0,"NZ",0,"England",0,"CG Smith",5,"C","won",1,"1","1"
"2975",0,"Aust",0,"Ireland",0,"BS Barnes",5,"C","won",1,"1","1"
"2976",0,"Aust",0,"Ireland",0,"JE Horwill",5,"L","won",1,"1","1"
"2977",0,"Ire",0,"Australia",0,"DP Leamy",5,"F","lost",1,"1","1"
"2978",0,"Ire",0,"Australia",0,"BG O'Driscoll",5,"C","lost",1,"1","1"
"2979",0,"Wales",0,"South Africa",0,"GJ Cooper",5,"SH","lost",1,"1","1"
"2980",0,"SA",0,"Wales",0,"BW du Plessis",5,"H","won",1,"1","1"
"2981",0,"SA",0,"Wales",0,"ER Januarie",5,"SH","won",1,"1","1"
"2982",0,"Wales",0,"South Africa",0,"SM Williams",5,"W","lost",1,"1","1"
"2983",0,"Namib",0,"Senegal",0,"J Nieuwenhuis",5,"F","won",1,"2","3"
"2984",0,"Namib",0,"Senegal",0,"JH Redelinghuys",5,"P","won",1,"2","3"
"2985",0,"Arg",0,"Scotland",0,"H Agulla",5,"W","lost",1,"1","1"
"2986",0,"Arg",0,"Scotland",0,"CI Fernandez Lobbe",5,"L","lost",1,"1","1"
"2987",0,"Scot",0,"Argentina",0,"RW Ford",5,"H","won",1,"1","1"
"2988",0,"Scot",0,"Argentina",0,"GA Morrison",5,"C","won",1,"1","1"
"2989",0,"Tonga",0,"Japan",0,"OAML Filipine",5,"N8","lost",1,"2","2"
"2990",0,"JPN",0,"Tonga",0,"T Kikutani",5,"F","won",1,"2","2"
"2991",0,"JPN",0,"Tonga",0,"H Onozawa",5,"W","won",1,"2","2"
"2992",0,"JPN",0,"Tonga",0,"BB Robins",5,"FB","won",1,"2","2"
"2993",0,"JPN",0,"Tonga",0,"SJ Webb",5,"FB","won",1,"2","2"
"2994",0,"Georg",0,"Uruguay",0,"D Gasviani",5,"P","won",1,"2","2"
"2995",0,"Georg",0,"Uruguay",0,"G Nemsadze",5,"L","won",1,"2","2"
"2996",0,"Rom",0,"Russia",0,"F Tasca",5,"H","won",1,"2","2"
"2997",0,"Urug",0,"Russia",0,"I Conti",5,"N8","won",1,"2","2"
"2998",0,"Russ",0,"Uruguay",0,"A Volkov",5,"H","lost",1,"2","2"
"3004",0,"Eng",0,"New Zealand",0,"DS Care",5,"SH","lost",1,"1","1"
"3005",0,"NZ",0,"England",0,"QJ Cowan",5,"SH","won",1,"1","1"
"3006",0,"NZ",0,"England",0,"RD Kahui",5,"C","won",1,"1","1"
"3007",0,"NZ",0,"England",0,"ST Lauaki",5,"F","won",1,"1","1"
"3008",0,"NZ",0,"England",0,"MA Nonu",5,"C","won",1,"1","1"
"3009",0,"Eng",0,"New Zealand",0,"TW Varndell",5,"W","lost",1,"1","1"
"3010",0,"SA",0,"Italy",0,"T Mtawarira",5,"P","won",1,"1","1"
"3011",1,"USA",0,"Canada",1,"MMM Hercus",5,"FH","lost",0,"2","2"
"3012",0,"USA",0,"Canada",0,"CS Sika",5,"C","lost",1,"2","2"
"3013",0,"Fiji",0,"Japan",0,"V Goneva",5,"W","won",1,"2","2"
"3014",0,"Fiji",0,"Japan",0,"SM Naqelevuki",5,"C","won",1,"2","2"
"3015",0,"Samoa",0,"Tonga",0,"D Lemi",5,"W","won",1,"2","2"
"3016",0,"Samoa",0,"Tonga",0,"UI Mai Vala",5,"SH","won",1,"2","2"
"3020",0,"Aust",0,"France",0,"RD Elsom",5,"F","won",1,"1","1"
"3021",0,"Aust",0,"France",0,"SA Mortlock",5,"C","won",1,"1","1"
"3022",0,"Fra",0,"Australia",0,"A Palisson",5,"W","lost",1,"1","1"
"3023",0,"Aust",0,"France",0,"NC Sharpe",5,"L","won",1,"1","1"
"3024",0,"Italy",0,"Argentina",0,"LL Ghiraldini",5,"H","won",1,"1","1"
"3025",0,"Tonga",0,"Fiji",0,"S Kiole",5,"W","won",1,"2","2"
